source,to,score
resp2939,resp2348,4.0
resp2939,resp554,2.0
resp2940,resp2378,5.0
resp2940,resp5586,5.0
resp2940,resp2535,5.0
resp2940,resp2593,5.0
resp2941,resp5970,3.0
resp2942,resp742,5.0
resp2947,resp2983,4.0
resp2947,resp1545,4.0
resp2948,resp51,4.0
resp2948,resp545,4.0
resp2948,resp5810,4.0
resp2950,resp4574,3.0
resp2952,resp5884,5.0
resp2958,resp206,5.0
resp2959,resp6257,4.0
resp2962,resp52,5.0
resp2962,resp2890,5.0
resp2962,resp3808,5.0
resp2962,resp6026,4.0
resp2963,resp132,4.0
resp2964,resp6074,5.0
resp2964,resp4812,5.0
resp2964,resp703,5.0
resp2964,resp4020,5.0
resp2965,resp2983,5.0
resp2965,resp2828,5.0
resp2965,resp2947,5.0
resp2965,resp5488,4.0
resp2966,resp3280,5.0
resp2970,resp3159,5.0
resp2970,resp354,5.0
resp2970,resp1188,5.0
resp2970,resp5523,4.0
resp2971,resp132,5.0
resp2971,resp2963,5.0
resp2972,resp715,5.0
resp2973,resp4801,5.0
resp2973,resp5816,5.0
resp2973,resp1841,5.0
resp2973,resp1038,5.0
resp2976,resp1606,3.0
resp2976,resp1571,2.0
resp2977,resp1944,5.0
resp2977,resp3428,5.0
resp2977,resp4081,5.0
resp2979,resp3752,5.0
resp2979,resp1038,5.0
resp2979,resp2681,5.0
resp2979,resp1641,5.0
resp2980,resp2885,5.0
resp2983,resp1545,4.0
resp2984,resp6079,5.0
resp2985,resp5349,3.0
resp2987,resp4771,4.0
resp2987,resp5786,5.0
resp2987,resp2240,5.0
resp2987,resp6261,5.0
resp2988,resp1385,4.0
resp2988,resp3356,3.0
resp2988,resp1908,4.0
resp2989,resp4774,2.0
resp2991,resp6255,4.0
resp2991,resp4574,5.0
resp2992,resp3221,3.0
resp2999,resp5970,4.0
resp2999,resp2872,4.0
resp3000,resp4771,4.0
resp3000,resp5786,4.0
resp3000,resp2339,4.0
resp3000,resp494,4.0
resp3003,resp2816,5.0
resp3003,resp5298,5.0
resp3004,resp4008,5.0
resp3006,resp5153,4.0
resp3007,resp4771,5.0
resp3007,resp2339,5.0
resp3008,resp3781,3.0
resp3008,resp4338,4.0
resp3010,resp4801,5.0
resp3010,resp5816,5.0
resp3014,resp2322,5.0
resp3014,resp3006,5.0
resp3014,resp5153,5.0
resp3015,resp3989,5.0
resp3015,resp4774,5.0
resp3015,resp4001,5.0
resp3016,resp4381,5.0
resp3016,resp172,5.0
resp3016,resp672,5.0
resp3016,resp3207,5.0
resp3019,resp4484,5.0
resp3019,resp608,4.0
resp3022,resp5850,3.0
resp3023,resp5539,4.0
resp3023,resp3549,4.0
resp3023,resp18,4.0
resp3023,resp3804,5.0
resp3024,resp4789,5.0
resp3024,resp2831,5.0
resp3024,resp2176,4.0
resp3025,resp4169,5.0
resp3025,resp1318,5.0
resp3025,resp5465,4.0
resp3027,resp3494,5.0
resp3028,resp169,5.0
resp3028,resp2654,4.0
resp3030,resp1210,5.0
resp3030,resp573,5.0
resp3031,resp3033,5.0
resp3031,resp2890,5.0
resp3032,resp2562,5.0
resp3032,resp4086,5.0
resp3033,resp4230,4.0
resp3035,resp213,4.0
resp3035,resp2654,4.0
resp3035,resp1185,4.0
resp3035,resp2249,3.0
resp3037,resp4374,5.0
resp3037,resp3280,5.0
resp3037,resp1472,5.0
resp3039,resp4801,5.0
resp3039,resp5816,5.0
resp3039,resp1841,5.0
resp3042,resp2915,4.0
resp3044,resp2804,5.0
resp3044,resp1071,3.0
resp3044,resp6119,4.0
resp3044,resp96,5.0
resp3051,resp5250,5.0
resp3052,resp3989,5.0
resp3052,resp2983,5.0
resp3052,resp4774,5.0
resp3052,resp608,5.0
resp3053,resp4571,4.0
resp3053,resp5884,4.0
resp3053,resp3513,4.0
resp3053,resp4101,4.0
resp3055,resp2559,5.0
resp3063,resp5484,5.0
resp3063,resp4670,5.0
resp3063,resp4471,5.0
resp3067,resp3620,4.0
resp3067,resp3749,5.0
resp3067,resp1606,4.0
resp3070,resp91,5.0
resp3070,resp6174,5.0
resp3070,resp2838,5.0
resp3071,resp6032,4.0
resp3072,resp4571,5.0
resp3072,resp2824,5.0
resp3072,resp4169,5.0
resp3072,resp5617,5.0
resp3073,resp1476,4.0
resp3073,resp1376,3.0
resp3076,resp2545,5.0
resp3079,resp460,5.0
resp3080,resp1723,5.0
resp3081,resp5953,5.0
resp3083,resp3365,5.0
resp3083,resp2039,5.0
resp3083,resp4208,5.0
resp3083,resp5106,5.0
resp3084,resp415,4.0
resp3084,resp1379,4.0
resp3085,resp4812,5.0
resp3086,resp488,5.0
resp3086,resp2300,4.0
resp3089,resp1121,5.0
resp3089,resp2831,5.0
resp3089,resp4789,4.0
resp3089,resp4444,5.0
resp3090,resp4426,5.0
resp3090,resp5588,5.0
resp3090,resp3182,5.0
resp3093,resp1379,4.0
resp3093,resp5726,4.0
resp3093,resp692,4.0
resp3095,resp4571,5.0
resp3095,resp2249,5.0
resp3096,resp3846,5.0
resp3096,resp3756,5.0
resp3096,resp2727,5.0
resp3096,resp1447,5.0
resp3098,resp3488,5.0
resp3098,resp3563,5.0
resp3099,resp3595,4.0
resp3100,resp2003,5.0
resp3103,resp1603,4.0
resp3109,resp1687,5.0
resp3109,resp10,4.0
resp3109,resp3,4.0
resp3110,resp1316,5.0
resp3110,resp2983,5.0
resp3110,resp4169,5.0
resp3110,resp611,5.0
resp3111,resp3,
resp3112,resp843,5.0
resp3116,resp4374,5.0
resp3116,resp1410,5.0
resp3116,resp5053,5.0
resp3116,resp4823,5.0
resp3118,resp1282,5.0
resp3118,resp6216,4.0
resp3118,resp4470,5.0
resp3119,resp1559,5.0
resp3121,resp4372,5.0
resp3125,resp3488,
resp3125,resp5144,
resp3127,resp3488,4.0
resp3132,resp1124,5.0
resp3132,resp2910,5.0
resp3132,resp748,5.0
resp3134,resp3775,5.0
resp3135,resp553,5.0
resp3136,resp232,4.0
resp3136,resp1282,4.0
resp3137,resp4923,
resp3137,resp4202,4.0
resp3138,resp3989,3.0
resp3138,resp595,4.0
resp3138,resp4774,5.0
resp3138,resp2989,5.0
resp3142,resp2039,5.0
resp3142,resp5267,4.0
resp3142,resp3365,5.0
resp3142,resp3684,3.0
resp3144,resp2834,5.0
resp3144,resp2824,5.0
resp3145,resp5397,4.0
resp3147,resp2223,5.0
resp3147,resp2221,5.0
resp3147,resp1960,3.0
resp3147,resp4784,3.0
resp3150,resp2003,5.0
resp3151,resp2824,5.0
resp3151,resp5788,5.0
resp3155,resp3789,5.0
resp3158,resp346,5.0
resp3159,resp1188,5.0
resp3159,resp4451,4.0
resp3159,resp1687,4.0
resp3159,resp3356,4.0
resp3160,resp11,5.0
resp3160,resp3823,5.0
resp3160,resp5748,2.0
resp3162,resp3280,4.0
resp3162,resp231,4.0
resp3162,resp5936,5.0
resp3162,resp4374,3.0
resp3163,resp474,5.0
resp3168,resp5870,4.0
resp3168,resp4778,3.0
resp3168,resp1121,3.0
resp3169,resp2562,5.0
resp3170,resp4266,5.0
resp3173,resp5965,4.0
resp3173,resp5977,4.0
resp3176,resp3613,
resp3180,resp1376,5.0
resp3180,resp3365,5.0
resp3180,resp96,5.0
resp3180,resp1071,5.0
resp3182,resp1411,5.0
resp3182,resp1723,5.0
resp3182,resp4426,4.0
resp3184,resp3159,5.0
resp3185,resp137,4.0
resp3192,resp881,5.0
resp3192,resp558,5.0
resp3194,resp1038,4.0
resp3196,resp6038,5.0
resp3197,resp930,3.0
resp3197,resp251,5.0
resp3197,resp1890,4.0
resp3198,resp1772,5.0
resp3198,resp4426,5.0
resp3198,resp4809,5.0
resp3198,resp2146,5.0
resp3199,resp2816,5.0
resp3199,resp5298,5.0
resp3202,resp1811,3.0
resp3203,resp2954,5.0
resp3203,resp1606,5.0
resp3203,resp4503,4.0
resp3204,resp2838,5.0
resp3204,resp91,5.0
resp3204,resp6174,5.0
resp3206,resp1943,3.0
resp3207,resp4181,5.0
resp3207,resp3198,5.0
resp3207,resp5196,5.0
resp3208,resp3447,5.0
resp3208,resp2249,5.0
resp3210,resp608,5.0
resp3210,resp4774,5.0
resp3213,resp1703,5.0
resp3215,resp4495,4.0
resp3225,resp1376,5.0
resp3225,resp1071,5.0
resp3225,resp2859,5.0
resp3225,resp3968,5.0
resp3226,resp2506,5.0
resp3226,resp4766,5.0
resp3226,resp2292,5.0
resp3227,resp5535,5.0
resp3227,resp1188,5.0
resp3229,resp3414,5.0
resp3230,resp96,5.0
resp3232,resp5857,5.0
resp3232,resp3752,5.0
resp3232,resp5871,5.0
resp3232,resp2827,5.0
resp3235,resp4812,4.0
resp3235,resp2964,4.0
resp3238,resp930,5.0
resp3238,resp4915,5.0
resp3240,resp6174,
resp3240,resp91,
resp3243,resp3356,5.0
resp3243,resp505,3.0
resp3245,resp5523,4.0
resp3245,resp5990,4.0
resp3248,resp4774,5.0
resp3251,resp5955,1.0
resp3251,resp3210,5.0
resp3252,resp4541,4.0
resp3252,resp1177,4.0
resp3253,resp4021,5.0
resp3253,resp5366,5.0
resp3253,resp3972,5.0
resp3253,resp3012,5.0
resp3254,resp1944,
resp3254,resp1210,
resp3257,resp4483,5.0
resp3259,resp6108,5.0
resp3261,resp11,4.0
resp3261,resp3280,4.0
resp3262,resp842,5.0
resp3264,resp608,2.0
resp3264,resp1311,4.0
resp3264,resp2983,2.0
resp3264,resp1305,4.0
resp3265,resp5577,5.0
resp3265,resp1022,3.0
resp3268,resp2503,5.0
resp3268,resp3193,5.0
resp3268,resp2890,3.0
resp3268,resp3080,3.0
resp3270,resp2816,
resp3270,resp5298,
resp3277,resp5466,5.0
resp3277,resp3677,5.0
resp3277,resp2332,5.0
resp3277,resp5738,5.0
resp3278,resp664,4.0
resp3280,resp4374,3.0
resp3280,resp232,3.0
resp3280,resp1472,2.0
resp3281,resp4571,5.0
resp3281,resp2983,5.0
resp3281,resp4169,5.0
resp3281,resp5617,5.0
resp3282,resp573,5.0
resp3282,resp1210,5.0
resp3283,resp2461,4.0
resp3283,resp2373,4.0
resp3286,resp2950,5.0
resp3286,resp4592,5.0
resp3286,resp3581,5.0
resp3287,resp2991,5.0
resp3287,resp2950,5.0
resp3287,resp3581,5.0
resp3287,resp6255,5.0
resp3289,resp3620,5.0
resp3289,resp1606,5.0
resp3293,resp4374,5.0
resp3293,resp3280,5.0
resp3296,resp6208,5.0
resp3301,resp3989,4.0
resp3303,resp5267,5.0
resp3303,resp4306,5.0
resp3303,resp4208,5.0
resp3303,resp5106,5.0
resp3304,resp5221,5.0
resp3305,resp4374,5.0
resp3305,resp3280,5.0
resp3305,resp2720,5.0
resp3305,resp6039,5.0
resp3307,resp5941,5.0
resp3307,resp5497,5.0
resp3308,resp5430,5.0
resp3310,resp4275,
resp3310,resp5507,4.0
resp3310,resp1397,
resp3310,resp4448,
resp3311,resp3989,5.0
resp3311,resp2983,5.0
resp3311,resp595,5.0
resp3311,resp3365,5.0
resp3312,resp488,5.0
resp3313,resp597,5.0
resp3314,resp4269,3.0
resp3314,resp5153,3.0
resp3315,resp514,5.0
resp3315,resp3494,5.0
resp3315,resp4759,5.0
resp3316,resp3608,5.0
resp3316,resp534,5.0
resp3318,resp1660,
resp3318,resp6043,
resp3318,resp1189,
resp3318,resp5727,
resp3319,resp4823,5.0
resp3319,resp5053,5.0
resp3319,resp1472,4.0
resp3320,resp997,3.0
resp3320,resp3259,2.0
resp3321,resp2558,5.0
resp3321,resp4330,5.0
resp3321,resp6212,5.0
resp3321,resp828,5.0
resp3322,resp6075,5.0
resp3322,resp2558,5.0
resp3323,resp901,5.0
resp3323,resp1703,4.0
resp3323,resp3213,3.0
resp3325,resp2567,4.0
resp3325,resp562,5.0
resp3325,resp5227,5.0
resp3328,resp4774,5.0
resp3328,resp4326,3.0
resp3328,resp595,4.0
resp3328,resp3989,5.0
resp3330,resp169,4.0
resp3330,resp2532,4.0
resp3330,resp4202,5.0
resp3331,resp3448,5.0
resp3331,resp2461,5.0
resp3332,resp2720,5.0
resp3334,resp6174,5.0
resp3339,resp3604,3.0
resp3341,resp1214,4.0
resp3341,resp1644,4.0
resp3341,resp2235,5.0
resp3341,resp3865,5.0
resp3343,resp2950,
resp3344,resp3594,5.0
resp3348,resp3505,5.0
resp3348,resp2646,5.0
resp3348,resp1796,5.0
resp3348,resp5268,5.0
resp3352,resp930,5.0
resp3352,resp3238,5.0
resp3352,resp5221,5.0
resp3353,resp1349,5.0
resp3354,resp2567,5.0
resp3354,resp562,4.0
resp3356,resp2333,5.0
resp3356,resp1772,4.0
resp3356,resp3447,5.0
resp3356,resp4809,5.0
resp3358,resp3595,5.0
resp3358,resp4778,5.0
resp3358,resp1121,5.0
resp3358,resp1185,5.0
resp3359,resp3180,5.0
resp3361,resp4774,5.0
resp3361,resp4326,4.0
resp3361,resp4166,4.0
resp3361,resp595,5.0
resp3362,resp1928,2.0
resp3363,resp5488,5.0
resp3363,resp2143,5.0
resp3363,resp4680,2.0
resp3363,resp1376,4.0
resp3365,resp1210,5.0
resp3367,resp3198,5.0
resp3368,resp5944,5.0
resp3368,resp6206,5.0
resp3371,resp4571,5.0
resp3371,resp2039,5.0
resp3371,resp5267,5.0
resp3376,resp1944,5.0
resp3377,resp4901,5.0
resp3377,resp5618,5.0
resp3377,resp362,5.0
resp3377,resp3802,5.0
resp3383,resp5913,2.0
resp3384,resp2066,1.0
resp3391,resp5846,5.0
resp3392,resp2480,5.0
resp3392,resp3808,4.0
resp3392,resp2503,5.0
resp3392,resp1723,5.0
resp3393,resp4812,4.0
resp3394,resp5871,5.0
resp3394,resp2180,5.0
resp3394,resp2827,4.0
resp3394,resp1664,4.0
resp3396,resp2847,5.0
resp3396,resp715,5.0
resp3397,resp5731,4.0
resp3397,resp3844,5.0
resp3399,resp4169,5.0
resp3402,resp2954,5.0
resp3402,resp1606,5.0
resp3404,resp4261,5.0
resp3404,resp4799,5.0
resp3404,resp2024,5.0
resp3407,resp5729,5.0
resp3409,resp4935,5.0
resp3409,resp5800,5.0
resp3409,resp5209,5.0
resp3409,resp4079,5.0
resp3410,resp3448,5.0
resp3414,resp1376,5.0
resp3414,resp96,5.0
resp3414,resp413,5.0
resp3414,resp5488,5.0
resp3416,resp3280,4.0
resp3416,resp4374,4.0
resp3419,resp5106,4.0
resp3419,resp4765,4.0
resp3419,resp3549,4.0
resp3419,resp5897,4.0
resp3421,resp169,4.0
resp3423,resp1667,5.0
resp3423,resp1716,5.0
resp3423,resp415,2.0
resp3423,resp3080,2.0
resp3428,resp4169,5.0
resp3428,resp1944,5.0
resp3428,resp4571,5.0
resp3429,resp1376,5.0
resp3429,resp5488,5.0
resp3429,resp4761,5.0
resp3429,resp1071,5.0
resp3432,resp3448,4.0
resp3434,resp4298,5.0
resp3435,resp3448,3.0
resp3436,resp2503,4.0
resp3436,resp5532,4.0
resp3436,resp3392,4.0
resp3437,resp3673,4.0
resp3437,resp6123,4.0
resp3439,resp3989,4.0
resp3440,resp28,2.0
resp3440,resp5803,2.0
resp3440,resp5848,4.0
resp3440,resp6086,2.0
resp3441,resp716,5.0
resp3441,resp4298,5.0
resp3442,resp2221,3.0
resp3443,resp3448,5.0
resp3443,resp620,5.0
resp3444,resp2954,5.0
resp3444,resp4503,5.0
resp3444,resp4017,4.0
resp3444,resp3402,4.0
resp3445,resp2339,5.0
resp3445,resp5941,5.0
resp3447,resp1147,5.0
resp3447,resp2249,5.0
resp3447,resp3480,5.0
resp3448,resp2461,3.0
resp3448,resp1073,3.0
resp3448,resp4686,4.0
resp3448,resp4935,5.0
resp3452,resp4166,5.0
resp3453,resp232,5.0
resp3453,resp1282,5.0
resp3453,resp1472,5.0
resp3455,resp2322,5.0
resp3455,resp3006,5.0
resp3455,resp272,5.0
resp3455,resp4852,5.0
resp3456,resp2545,5.0
resp3456,resp3365,5.0
resp3456,resp4576,5.0
resp3456,resp5864,5.0
resp3458,resp2249,4.0
resp3458,resp6009,4.0
resp3458,resp2055,2.0
resp3458,resp1545,3.0
resp3459,resp2475,5.0
resp3459,resp6009,5.0
resp3465,resp426,5.0
resp3465,resp4842,5.0
resp3466,resp3280,3.0
resp3466,resp2236,3.0
resp3471,resp5166,5.0
resp3471,resp4761,5.0
resp3474,resp312,5.0
resp3474,resp1785,5.0
resp3474,resp2950,5.0
resp3475,resp3365,5.0
resp3475,resp2856,5.0
resp3475,resp1349,5.0
resp3476,resp2804,5.0
resp3476,resp227,5.0
resp3476,resp3041,5.0
resp3476,resp3365,5.0
resp3478,resp2128,5.0
resp3478,resp5586,5.0
resp3480,resp2249,5.0
resp3480,resp1147,5.0
resp3484,resp4935,5.0
resp3484,resp2300,5.0
resp3484,resp488,5.0
resp3484,resp817,5.0
resp3486,resp4269,
resp3489,resp4977,
resp3489,resp5309,
resp3489,resp1188,
resp3489,resp1701,
resp3490,resp2649,4.0
resp3493,resp1376,3.0
resp3494,resp3356,5.0
resp3494,resp3333,5.0
resp3494,resp1772,5.0
resp3494,resp4809,5.0
resp3497,resp2532,5.0
resp3498,resp172,4.0
resp3498,resp4181,4.0
resp3499,resp4935,4.0
resp3499,resp2149,3.0
resp3499,resp871,3.0
resp3499,resp5655,4.0
resp3500,resp3567,2.0
resp3500,resp420,5.0
resp3502,resp169,5.0
resp3502,resp2532,5.0
resp3502,resp2899,5.0
resp3502,resp3497,2.0
resp3505,resp5913,5.0
resp3505,resp1534,
resp3505,resp2461,5.0
resp3505,resp5484,5.0
resp3506,resp2303,5.0
resp3508,resp3665,5.0
resp3508,resp3756,5.0
resp3508,resp3221,5.0
resp3508,resp4619,5.0
resp3511,resp5203,5.0
resp3511,resp2890,4.0
resp3511,resp1723,5.0
resp3512,resp3545,5.0
resp3512,resp2831,4.0
resp3513,resp6098,4.0
resp3513,resp5654,4.0
resp3516,resp2475,5.0
resp3516,resp6009,5.0
resp3518,resp3280,5.0
resp3518,resp4374,5.0
resp3518,resp1472,5.0
resp3518,resp231,5.0
resp3520,resp3893,5.0
resp3521,resp6116,4.0
resp3521,resp5657,3.0
resp3524,resp2831,5.0
resp3526,resp5523,5.0
resp3526,resp4799,5.0
resp3526,resp1210,5.0
resp3526,resp1641,5.0
resp3530,resp1670,5.0
resp3530,resp3811,5.0
resp3530,resp6046,4.0
resp3532,resp167,5.0
resp3536,resp716,5.0
resp3536,resp3875,5.0
resp3538,resp2461,3.0
resp3538,resp4935,3.0
resp3538,resp2300,3.0
resp3539,resp6074,4.0
resp3539,resp2584,5.0
resp3539,resp5316,5.0
resp3539,resp4202,3.0
resp3541,resp2066,5.0
resp3541,resp4643,5.0
resp3541,resp3893,5.0
resp3541,resp4614,5.0
resp3545,resp2831,5.0
resp3545,resp2285,4.0
resp3545,resp1121,4.0
resp3545,resp2072,4.0
resp3546,resp4541,5.0
resp3546,resp1177,4.0
resp3546,resp170,5.0
resp3546,resp1188,5.0
resp3547,resp5535,5.0
resp3547,resp1928,5.0
resp3549,resp5539,5.0
resp3549,resp3458,5.0
resp3549,resp2249,5.0
resp3549,resp1210,5.0
resp3550,resp3159,5.0
resp3550,resp354,5.0
resp3550,resp5990,3.0
resp3550,resp1188,5.0
resp3554,resp2824,5.0
resp3554,resp4306,5.0
resp3554,resp2039,5.0
resp3554,resp5617,5.0
resp3555,resp1022,2.0
resp3555,resp3432,5.0
resp3557,resp195,5.0
resp3557,resp1675,5.0
resp3557,resp4720,5.0
resp3557,resp5886,5.0
resp3558,resp5586,3.0
resp3558,resp410,4.0
resp3558,resp6098,4.0
resp3558,resp3111,5.0
resp3560,resp1620,4.0
resp3561,resp1472,5.0
resp3561,resp4374,5.0
resp3561,resp3280,5.0
resp3562,resp6113,2.0
resp3562,resp2559,2.0
resp3562,resp6237,5.0
resp3565,resp2477,5.0
resp3565,resp4049,5.0
resp3565,resp962,5.0
resp3565,resp1996,5.0
resp3568,resp1387,5.0
resp3569,resp2121,5.0
resp3571,resp3949,
resp3571,resp2983,
resp3571,resp4169,
resp3571,resp4571,
resp3572,resp5727,4.0
resp3574,resp2834,
resp3575,resp4774,3.0
resp3575,resp2741,3.0
resp3578,resp410,5.0
resp3578,resp5586,5.0
resp3578,resp2055,5.0
resp3578,resp3,5.0
resp3579,resp2128,5.0
resp3579,resp5586,5.0
resp3580,resp469,4.0
resp3580,resp188,4.0
resp3581,resp1606,5.0
resp3581,resp3620,5.0
resp3584,resp3704,
resp3584,resp2121,
resp3584,resp514,
resp3584,resp4759,
resp3586,resp597,3.0
resp3586,resp4245,3.0
resp3586,resp5488,5.0
resp3586,resp1376,3.0
resp3587,resp2950,5.0
resp3587,resp2991,5.0
resp3587,resp1785,5.0
resp3587,resp312,5.0
resp3590,resp756,5.0
resp3590,resp2475,5.0
resp3594,resp1376,5.0
resp3594,resp5488,5.0
resp3594,resp3181,5.0
resp3597,resp4829,5.0
resp3597,resp3549,3.0
resp3597,resp228,4.0
resp3599,resp167,4.0
resp3599,resp1736,5.0
resp3599,resp3574,3.0
resp3600,resp4961,3.0
resp3601,resp2567,4.0
resp3601,resp608,3.0
resp3601,resp595,4.0
resp3601,resp3989,4.0
resp3602,resp1071,
resp3602,resp1376,
resp3605,resp2303,5.0
resp3605,resp514,4.0
resp3606,resp2558,4.0
resp3606,resp254,5.0
resp3606,resp828,5.0
resp3608,resp2072,3.0
resp3608,resp534,4.0
resp3608,resp1121,4.0
resp3608,resp5349,3.0
resp3609,resp1736,5.0
resp3609,resp4754,5.0
resp3609,resp1559,5.0
resp3613,resp1841,4.0
resp3616,resp11,5.0
resp3616,resp3823,5.0
resp3616,resp5748,3.0
resp3616,resp4088,4.0
resp3617,resp366,5.0
resp3617,resp5913,5.0
resp3618,resp3595,5.0
resp3618,resp1253,5.0
resp3618,resp4778,5.0
resp3620,resp1606,5.0
resp3620,resp3458,5.0
resp3620,resp1210,5.0
resp3620,resp1083,5.0
resp3623,resp2584,5.0
resp3623,resp4202,5.0
resp3625,resp2056,4.0
resp3625,resp2179,4.0
resp3626,resp5913,5.0
resp3626,resp1534,5.0
resp3626,resp4935,5.0
resp3626,resp2461,5.0
resp3627,resp3989,5.0
resp3627,resp4774,5.0
resp3627,resp2983,5.0
resp3627,resp4001,5.0
resp3628,resp4390,5.0
resp3628,resp608,5.0
resp3628,resp2983,4.0
resp3628,resp2828,4.0
resp3632,resp2013,5.0
resp3632,resp105,5.0
resp3632,resp5551,5.0
resp3634,resp2834,5.0
resp3639,resp1238,5.0
resp3639,resp3823,5.0
resp3639,resp11,5.0
resp3640,resp1022,3.0
resp3640,resp6196,3.0
resp3640,resp5896,5.0
resp3640,resp2914,5.0
resp3643,resp1379,
resp3643,resp415,
resp3643,resp4230,
resp3643,resp2150,
resp3644,resp5484,5.0
resp3644,resp4471,5.0
resp3644,resp2581,5.0
resp3644,resp1534,5.0
resp3649,resp3427,
resp3650,resp5398,4.0
resp3651,resp4657,5.0
resp3651,resp3804,5.0
resp3652,resp4374,2.0
resp3652,resp3280,2.0
resp3652,resp231,4.0
resp3655,resp6098,5.0
resp3655,resp5586,5.0
resp3658,resp2950,5.0
resp3658,resp6255,5.0
resp3658,resp2991,5.0
resp3658,resp2575,5.0
resp3659,resp3673,
resp3660,resp1210,5.0
resp3660,resp573,5.0
resp3660,resp3480,5.0
resp3665,resp3756,4.0
resp3665,resp2659,4.0
resp3665,resp4619,4.0
resp3665,resp3221,5.0
resp3667,resp6196,1.0
resp3667,resp1022,1.0
resp3668,resp369,5.0
resp3670,resp1929,3.0
resp3671,resp3238,5.0
resp3672,resp3512,5.0
resp3672,resp1121,5.0
resp3672,resp3545,5.0
resp3672,resp2831,5.0
resp3673,resp1411,5.0
resp3673,resp4159,4.0
resp3673,resp3182,4.0
resp3674,resp4799,4.0
resp3674,resp2832,4.0
resp3675,resp4452,5.0
resp3676,resp2562,5.0
resp3683,resp4373,5.0
resp3684,resp5617,5.0
resp3684,resp5267,4.0
resp3687,resp844,5.0
resp3689,resp4761,4.0
resp3690,resp2048,5.0
resp3690,resp2831,5.0
resp3690,resp1121,5.0
resp3699,resp5481,5.0
resp3699,resp6220,5.0
resp3701,resp5788,5.0
resp3703,resp1376,5.0
resp3703,resp3930,4.0
resp3703,resp2249,5.0
resp3709,resp5618,5.0
resp3711,resp6108,5.0
resp3711,resp5123,1.0
resp3711,resp3259,1.0
resp3712,resp4914,5.0
resp3712,resp2321,2.0
resp3712,resp1881,3.0
resp3712,resp4217,4.0
resp3713,resp5913,5.0
resp3715,resp4308,3.0
resp3716,resp3520,5.0
resp3716,resp2091,5.0
resp3720,resp3384,4.0
resp3720,resp3549,4.0
resp3720,resp4325,3.0
resp3721,resp167,5.0
resp3721,resp4754,5.0
resp3725,resp1723,5.0
resp3728,resp3961,5.0
resp3729,resp5586,5.0
resp3729,resp2378,5.0
resp3734,resp4326,3.0
resp3735,resp3789,1.0
resp3735,resp1759,2.0
resp3735,resp5783,4.0
resp3735,resp5804,4.0
resp3736,resp5955,5.0
resp3736,resp608,5.0
resp3736,resp2577,4.0
resp3736,resp3989,5.0
resp3739,resp4214,4.0
resp3740,resp3239,5.0
resp3746,resp2339,5.0
resp3746,resp5970,5.0
resp3746,resp494,5.0
resp3746,resp2872,5.0
resp3747,resp5522,5.0
resp3747,resp303,5.0
resp3747,resp4169,5.0
resp3747,resp2983,5.0
resp3748,resp5237,5.0
resp3748,resp4571,5.0
resp3748,resp4169,5.0
resp3748,resp881,5.0
resp3749,resp1606,4.0
resp3749,resp3620,5.0
resp3749,resp5586,4.0
resp3751,resp2128,5.0
resp3751,resp5586,5.0
resp3751,resp448,5.0
resp3752,resp1038,5.0
resp3752,resp2343,5.0
resp3752,resp2681,5.0
resp3752,resp1841,5.0
resp3755,resp595,3.0
resp3755,resp4326,4.0
resp3755,resp4774,4.0
resp3755,resp4001,3.0
resp3759,resp4483,
resp3761,resp5360,5.0
resp3763,resp2017,5.0
resp3764,resp5731,5.0
resp3767,resp4451,4.0
resp3767,resp4799,4.0
resp3767,resp1252,4.0
resp3769,resp4166,5.0
resp3769,resp4414,5.0
resp3769,resp5595,5.0
resp3771,resp553,4.0
resp3774,resp5884,5.0
resp3775,resp5873,5.0
resp3775,resp3006,5.0
resp3776,resp4771,5.0
resp3776,resp5786,5.0
resp3776,resp2339,5.0
resp3776,resp4256,4.0
resp3779,resp514,5.0
resp3779,resp3315,5.0
resp3780,resp4643,3.0
resp3781,resp3790,5.0
resp3781,resp85,3.0
resp3781,resp4495,3.0
resp3782,resp96,
resp3784,resp3221,4.0
resp3785,resp1879,4.0
resp3785,resp5265,3.0
resp3790,resp85,4.0
resp3791,resp4230,5.0
resp3791,resp4682,5.0
resp3791,resp5847,5.0
resp3791,resp2591,5.0
resp3796,resp1376,
resp3797,resp3198,5.0
resp3797,resp4127,5.0
resp3797,resp3446,5.0
resp3798,resp399,5.0
resp3798,resp698,5.0
resp3798,resp5965,5.0
resp3800,resp2378,5.0
resp3800,resp5586,5.0
resp3801,resp309,5.0
resp3801,resp5376,5.0
resp3802,resp4901,5.0
resp3802,resp5618,5.0
resp3804,resp5539,5.0
resp3804,resp4214,5.0
resp3804,resp4657,4.0
resp3804,resp4654,5.0
resp3809,resp3752,5.0
resp3809,resp2979,5.0
resp3811,resp96,5.0
resp3811,resp1376,5.0
resp3811,resp2983,5.0
resp3811,resp2804,5.0
resp3813,resp5965,5.0
resp3813,resp1701,5.0
resp3813,resp4799,5.0
resp3816,resp469,4.0
resp3816,resp188,4.0
resp3817,resp6174,2.0
resp3819,resp6098,4.0
resp3821,resp1534,5.0
resp3823,resp1376,5.0
resp3823,resp2804,5.0
resp3823,resp413,5.0
resp3823,resp11,5.0
resp3824,resp2991,4.0
resp3824,resp3587,5.0
resp3824,resp312,4.0
resp3824,resp2950,4.0
resp3825,resp2828,5.0
