uid,function,hierarchy,region,operation,clocent
resp4831,network,TL,central,implementation,0
resp4833,business,E,country-wide,business_mng,0
resp4834,mng,E,country-wide,service,0.832805559
resp4835,business,E,country-wide,implementation,0.694825673
resp4837,network,TL,central,implementation,0
resp4840,business,E,country-wide,business_mng,0.730291002
resp4841,network,TL,central,implementation,0
resp4842,network,TL,west,implementation,0.839501784
resp4843,it,E,central,service,0
resp4845,logistics,E,country-wide,implementation,0.650583895
resp4846,mng,E,east,service,0.780973111
resp4847,logistics,E,country-wide,implementation,0.844752859
resp4848,network,MM,west,implementation,0
resp4849,it,E,central,service,0
resp4850,control,E,east,business_mng,0
resp4851,business,E,country-wide,service,0.589728633
resp4852,mng,E,country-wide,service,0.769835713
resp4853,network,E,country-wide,business_mng,0.878745139
resp4854,network,TL,central,implementation,0.727983993
resp4855,mng,E,country-wide,service,0.659987592
resp4857,logistics,E,country-wide,implementation,0.734545251
resp4858,it,E,country-wide,service,0.783898992
resp4859,logistics,E,west,implementation,0
resp4861,leadership,E,country-wide,corp_gov,0.745706115
resp4862,network,E,central,business_mng,0
resp4863,hr,E,west,service,0
resp4864,business,E,country-wide,business_mng,0.747271757
resp4865,network,TL,west,implementation,0.757311251
resp4867,network,TL,east,implementation,0.738183906
resp4869,it,E,country-wide,service,0
resp4870,network,MM,central,implementation,0.774183896
resp4871,network,MM,central,implementation,0.747426018
resp4872,network,E,central,business_mng,0
resp4873,business,E,country-wide,business_mng,0
resp4874,network,TL,central,implementation,0.560523977
resp4875,it,E,country-wide,service,0.815812065
resp4878,network,TL,central,implementation,0
resp4880,leadership,E,country-wide,corp_gov,0
resp4881,network,MM,east,implementation,0.762359179
resp4882,network,E,central,business_mng,0.734775733
resp4884,network,TL,central,implementation,0
resp4889,network,TL,west,implementation,0.002614365
resp4890,leadership,E,country-wide,corp_gov,0.739916576
resp4891,hr,E,east,service,0.761609061
resp4893,mng,E,central,implementation,0.825704474
resp4895,it,E,country-wide,service,0
resp4896,it,E,country-wide,service,0
resp4897,network,E,west,business_mng,0
resp4898,business,E,country-wide,implementation,0.784975701
resp4899,logistics,E,west,implementation,0
resp4901,mng,E,east,service,0.708398304
resp4902,leadership,E,country-wide,corp_gov,0
resp4903,network,TL,east,implementation,0.801923185
resp4904,business,E,country-wide,implementation,0.655657115
resp4905,network,E,west,business_mng,0
resp4907,business,E,country-wide,business_mng,0.71955819
resp4908,business,E,country-wide,service,0.902848195
resp4909,business,E,country-wide,implementation,0
resp4910,logistics,E,country-wide,implementation,0
resp4911,control,E,west,business_mng,0.777024641
resp4912,network,TL,central,implementation,0
resp4914,logistics,TL,country-wide,implementation,0
resp4915,logistics,MM,central,implementation,0.895156828
resp4918,business,E,country-wide,business_mng,0.760831368
resp4920,mng,E,east,implementation,0.85538842
resp4921,hr,E,central,implementation,0.704578113
resp4923,it,TL,country-wide,service,0
resp4924,logistics,E,central,implementation,0
resp4925,mng,E,west,implementation,0.858856817
resp4926,logistics,E,east,implementation,0.793902787
resp4927,network,MM,west,implementation,0.853755824
resp4928,network,E,central,business_mng,0.695789797
resp4930,network,MM,central,implementation,0.764612667
resp4931,network,TL,east,implementation,0.804786592
resp4932,mng,E,country-wide,service,0.740467961
resp4933,network,TL,east,implementation,0.796932852
resp4935,hr,TL,west,service,0.808728197
resp4936,logistics,E,country-wide,service,0
resp4937,it,E,country-wide,service,0.784386632
resp4938,business,E,central,implementation,0.677247272
resp4939,network,E,central,business_mng,0
resp4940,network,MM,central,implementation,0
resp4941,network,TL,west,implementation,0
resp4943,mng,E,country-wide,service,0
resp4946,business,E,country-wide,implementation,0.757589917
resp4947,control,E,west,business_mng,0.691942247
resp4948,hr,E,country-wide,corp_gov,0.839458792
resp4950,network,TL,central,implementation,0
resp4951,leadership,E,country-wide,corp_gov,0
resp4952,business,TL,country-wide,service,0
resp4953,hr,E,east,service,0
resp4954,logistics,E,east,implementation,0
resp4956,security,E,country-wide,service,0.803399604
resp4959,business,E,country-wide,implementation,0
resp4960,mng,E,country-wide,service,0
resp4961,logistics,E,west,implementation,0.007843096
resp4962,hr,E,country-wide,corp_gov,0.751552511
resp4966,business,E,country-wide,business_mng,0.79123965
resp4967,mng,E,central,service,0
resp4968,network,MM,west,implementation,0.808425219
resp4969,business,E,country-wide,business_mng,0.746147382
resp4971,hr,E,central,service,0.795381611
resp4972,business,E,country-wide,service,0.641423373
resp4973,logistics,E,west,implementation,0
resp4974,mng,E,central,service,0
resp4975,control,E,west,business_mng,0
resp4976,it,E,country-wide,service,0.688889191
resp4977,mng,TL,central,service,0.771393498
resp4978,business,E,country-wide,business_mng,0
resp4979,business,E,country-wide,business_mng,0.751238058
resp4980,logistics,E,central,implementation,0
resp4981,network,TL,west,implementation,0
resp4982,mng,E,central,implementation,0
resp4985,it,E,east,service,0.835607475
resp4986,network,E,east,business_mng,0
resp4987,network,TL,central,implementation,0.7057433
resp4988,network,TL,east,implementation,0.797087859
resp4989,logistics,E,country-wide,implementation,0
resp4991,business,E,country-wide,implementation,0
resp4993,business,E,central,implementation,0
resp4994,network,TL,east,implementation,0.738316555
resp4995,hr,E,central,service,0
resp4997,mng,E,country-wide,service,0.675601196
resp4998,control,E,east,business_mng,0.665858796
resp4999,logistics,E,west,implementation,0.591307857
resp5002,business,E,country-wide,implementation,0.618396507
resp5003,logistics,E,country-wide,implementation,0
resp5004,network,TL,west,implementation,0.002614365
resp5005,hr,E,country-wide,corp_gov,0.777430013
resp5007,mng,E,central,implementation,0.748153078
resp5009,logistics,E,east,implementation,0
resp5012,it,E,country-wide,service,0
resp5013,mng,E,west,implementation,0.803979769
resp5015,mng,E,west,implementation,0.737587485
resp5018,logistics,E,country-wide,implementation,0.778500752
resp5022,business,TL,country-wide,corp_gov,0
resp5024,network,TL,east,implementation,0.018608129
resp5025,network,TL,west,implementation,0
resp5026,logistics,E,east,implementation,0.766819749
resp5027,logistics,E,east,implementation,0.816995504
resp5028,control,TL,country-wide,corp_gov,0
resp5030,control,E,country-wide,corp_gov,0.900616001
resp5032,business,TL,country-wide,service,0.708877327
resp5033,network,TL,central,implementation,0.716814406
resp5034,mng,E,central,service,0.883806011
resp5035,business,E,country-wide,business_mng,0.736081944
resp5036,hr,E,country-wide,service,0.797398056
resp5037,business,E,country-wide,business_mng,0.686724417
resp5038,logistics,E,country-wide,implementation,0.695274133
resp5039,network,TL,central,implementation,0.711815298
resp5040,network,TL,west,implementation,0
resp5041,mng,E,country-wide,corp_gov,0
resp5043,network,E,country-wide,business_mng,0.798835859
resp5045,logistics,E,west,implementation,0
resp5046,logistics,E,west,implementation,0.011764644
resp5047,business,TL,country-wide,implementation,0.678292128
resp5048,network,E,east,business_mng,0.787400895
resp5049,leadership,E,country-wide,corp_gov,0.770306014
resp5050,logistics,E,east,implementation,0.783941488
resp5051,logistics,E,country-wide,implementation,0.734282021
resp5052,it,E,country-wide,service,0.714253239
resp5053,business,E,country-wide,business_mng,0.738583033
resp5057,network,TL,east,implementation,0
resp5060,network,E,country-wide,business_mng,0.727439062
resp5061,business,E,country-wide,business_mng,0.690308566
resp5062,control,E,east,business_mng,0.733460639
resp5064,network,TL,east,implementation,0
resp5065,security,E,central,service,0
resp5067,it,E,country-wide,service,0.785401362
resp5068,security,E,country-wide,corp_gov,0
resp5070,logistics,E,country-wide,implementation,0.013071826
resp5071,it,E,country-wide,service,0
resp5072,logistics,E,country-wide,business_mng,0.913908254
resp5074,it,E,country-wide,service,0
resp5075,network,TL,central,implementation,0.741590293
resp5077,network,TL,central,implementation,0.733488652
resp5078,network,TL,east,implementation,0.786958144
resp5079,network,MM,west,implementation,0.84968442
resp5083,network,MM,east,implementation,0.862107491
resp5084,hr,E,central,implementation,0
resp5085,logistics,E,country-wide,implementation,0
resp5087,network,TL,east,implementation,0.718952273
resp5088,network,TL,east,implementation,0.746487173
resp5090,business,E,country-wide,implementation,0
resp5091,hr,E,central,service,0
resp5092,hr,E,east,implementation,0.827884436
resp5094,business,E,country-wide,business_mng,0.79399912
resp5096,mng,E,country-wide,corp_gov,0.796661733
resp5098,business,E,country-wide,implementation,0
resp5100,leadership,E,country-wide,service,0
resp5101,logistics,E,central,implementation,0.710846133
resp5102,business,E,country-wide,corp_gov,0
resp5105,network,TL,east,implementation,0.694488493
resp5106,network,E,east,business_mng,0
resp5107,hr,E,east,implementation,0
resp5108,network,TL,central,implementation,0.691848993
resp5109,logistics,E,west,implementation,0
resp5112,network,TL,east,implementation,0.811932826
resp5113,logistics,E,east,implementation,0.722555248
resp5114,network,E,central,business_mng,0
resp5116,control,E,central,business_mng,0
resp5117,business,E,country-wide,implementation,0.007843096
resp5118,hr,E,west,implementation,0.753106708
resp5119,logistics,E,west,implementation,0.014233766
resp5123,mng,TL,country-wide,service,0.752829605
resp5124,business,E,country-wide,business_mng,0.778205081
resp5126,network,TL,east,implementation,0
resp5127,network,TL,west,implementation,0
resp5130,network,MM,west,implementation,0.849244214
resp5131,network,TL,central,implementation,0.008365969
resp5132,it,E,country-wide,service,0
resp5133,logistics,E,east,implementation,0.824115
resp5135,network,TL,west,implementation,0.804858462
resp5138,network,TL,central,implementation,0.707001144
resp5139,business,E,country-wide,service,0.627877238
resp5140,network,E,country-wide,business_mng,0.704552215
resp5141,hr,E,east,implementation,0.772811835
resp5142,mng,E,country-wide,service,0.606365078
resp5144,network,TL,west,implementation,0
resp5145,mng,E,country-wide,service,0.659854755
resp5147,control,E,east,business_mng,0
resp5148,network,MM,east,implementation,0.83061119
resp5149,network,TL,central,implementation,0.708480435
resp5150,business,E,country-wide,implementation,0.721522071
resp5151,business,E,country-wide,business_mng,0
resp5153,mng,MM,country-wide,service,0.888798559
resp5154,mng,E,country-wide,corp_gov,0.776766897
resp5155,network,TL,central,implementation,0
resp5156,network,TL,central,implementation,0
resp5157,network,TL,west,implementation,0.002614365
resp5158,business,E,central,implementation,0.722954988
resp5159,network,E,east,business_mng,0.766738941
resp5161,security,E,country-wide,corp_gov,0
resp5163,business,E,country-wide,business_mng,0.697381703
resp5164,network,TL,west,implementation,0
resp5165,hr,E,central,service,0.713107091
resp5166,network,TL,central,implementation,0
resp5167,network,TL,central,implementation,0
resp5169,hr,E,west,service,0.763850034
resp5170,business,E,country-wide,business_mng,0.716518625
resp5171,network,TL,west,implementation,0.684695265
resp5173,logistics,E,country-wide,implementation,0
resp5176,logistics,E,country-wide,implementation,0.699283658
resp5178,network,E,east,business_mng,0
resp5179,security,E,west,service,0
resp5180,it,E,country-wide,service,0.827884436
resp5181,it,TL,country-wide,service,0.747542495
resp5182,network,E,country-wide,business_mng,0.758297258
resp5184,hr,E,east,service,0.746181347
resp5185,network,TL,west,implementation,0
resp5186,security,E,west,service,0.682214296
resp5187,logistics,E,country-wide,implementation,0.789030654
resp5192,logistics,E,central,implementation,0.806700297
resp5193,logistics,E,central,implementation,0.800079771
resp5194,network,TL,west,implementation,0.782420309
resp5195,logistics,E,central,implementation,0
resp5196,logistics,E,country-wide,implementation,0
resp5197,business,E,country-wide,business_mng,0.659562702
resp5199,leadership,E,country-wide,corp_gov,0.835820509
resp5200,network,MM,west,implementation,0.882720077
resp5201,network,E,west,business_mng,0.917657271
resp5202,logistics,E,country-wide,implementation,0
resp5203,logistics,MM,east,implementation,0.919510396
resp5206,security,E,central,service,0.765450004
resp5208,logistics,E,central,implementation,0
resp5209,hr,E,west,service,0.795772214
resp5210,logistics,E,country-wide,implementation,0.722028396
resp5211,network,TL,central,implementation,0
resp5213,logistics,E,country-wide,business_mng,0.767349117
resp5216,network,MM,east,implementation,0.835848942
resp5217,leadership,E,country-wide,corp_gov,0
resp5219,security,E,country-wide,corp_gov,0.772447662
resp5220,leadership,E,country-wide,service,0.760125751
resp5221,logistics,E,central,implementation,0
resp5222,it,E,country-wide,service,0.767277281
resp5225,mng,E,central,implementation,0
resp5226,it,E,east,service,0
resp5227,network,TL,west,implementation,0.822608111
resp5231,business,E,country-wide,business_mng,0
resp5232,control,E,country-wide,corp_gov,0.72593162
resp5233,network,TL,central,implementation,0
resp5234,hr,E,east,implementation,0.850488342
resp5235,mng,E,central,implementation,0.748393154
resp5236,it,E,east,service,0.7837116
resp5237,network,MM,east,implementation,0.893449165
resp5238,hr,E,central,implementation,0.666454766
resp5239,mng,E,east,service,0.75479345
resp5243,control,E,country-wide,corp_gov,0.677611997
resp5244,network,E,west,business_mng,0.87298886
resp5245,network,TL,central,implementation,0.690308515
resp5246,it,E,central,service,0.018300557
resp5247,mng,E,country-wide,service,0.755826178
resp5248,logistics,E,east,implementation,0
resp5249,network,TL,central,implementation,0
resp5250,mng,E,country-wide,service,0.677499972
resp5251,network,TL,west,implementation,0
resp5253,business,E,country-wide,business_mng,0.778574704
resp5258,network,TL,central,implementation,0.718542578
resp5259,logistics,E,country-wide,implementation,0
resp5260,hr,E,country-wide,service,0
resp5261,business,E,country-wide,business_mng,0.789829037
resp5262,network,TL,central,implementation,0
resp5263,network,TL,central,implementation,0
resp5264,logistics,E,east,implementation,0
resp5265,network,TL,east,implementation,0.791298822
resp5267,network,TL,east,business_mng,0.829854292
resp5268,hr,E,east,service,0.74667549
resp5270,business,E,country-wide,business_mng,0.802315688
resp5271,it,E,west,service,0
resp5274,hr,E,country-wide,service,0.765032124
resp5275,mng,E,country-wide,corp_gov,0
resp5276,logistics,E,country-wide,service,0
resp5277,network,TL,central,implementation,0
resp5278,hr,E,central,service,0.773208428
resp5280,it,E,west,service,0.848328175
resp5282,logistics,E,east,implementation,0.007843096
resp5284,logistics,E,country-wide,implementation,0.776577855
resp5285,business,TL,country-wide,implementation,0.647211816
resp5286,logistics,E,country-wide,implementation,0
resp5288,network,TL,west,implementation,0
resp5289,mng,E,country-wide,corp_gov,0.802197897
resp5290,logistics,E,country-wide,implementation,0
resp5291,logistics,E,country-wide,implementation,0
resp5292,hr,E,west,implementation,0.810721226
resp5293,mng,E,east,implementation,0.725293768
resp5295,business,E,country-wide,business_mng,0.728053856
resp5297,business,E,country-wide,implementation,0
resp5298,mng,TL,country-wide,service,0.659934451
resp5300,network,TL,central,implementation,0
resp5303,leadership,E,country-wide,corp_gov,0.748020071
resp5304,hr,E,country-wide,corp_gov,0.799888344
resp5305,logistics,E,west,implementation,0
resp5308,business,E,country-wide,service,0
resp5309,mng,E,central,service,0
resp5310,hr,E,west,service,0.758367422
resp5311,mng,E,country-wide,service,0
resp5312,business,E,country-wide,implementation,0.723588884
resp5313,it,E,country-wide,service,0.73077936
resp5314,it,E,west,service,0.835309408
resp5315,it,E,country-wide,service,0.699113397
resp5316,it,E,country-wide,service,0
resp5317,business,E,country-wide,business_mng,0
resp5318,hr,E,west,implementation,0.687965966
resp5321,business,E,country-wide,implementation,0.630306846
resp5323,logistics,E,country-wide,business_mng,0.90609208
resp5324,it,E,central,service,0
resp5327,logistics,E,east,implementation,0
resp5328,business,E,country-wide,business_mng,0.721174656
resp5329,mng,E,country-wide,service,0.772666124
resp5330,logistics,E,east,implementation,0.78544042
resp5331,mng,E,country-wide,service,0.659987592
resp5332,logistics,E,country-wide,implementation,0
resp5333,it,E,east,service,0.773392758
resp5337,network,TL,central,implementation,0.716720381
resp5338,business,E,country-wide,implementation,0
resp5339,it,E,country-wide,service,0
resp5340,it,E,country-wide,service,0.761043309
resp5342,logistics,E,east,implementation,0.812883577
resp5343,mng,TL,country-wide,corp_gov,0.82679874
resp5345,mng,E,country-wide,corp_gov,0.776499611
resp5346,control,E,central,business_mng,0.757281337
resp5349,it,E,country-wide,service,0
resp5351,logistics,TL,east,implementation,0.781917183
resp5353,business,E,country-wide,implementation,0
resp5354,hr,E,east,implementation,0
resp5357,network,E,east,business_mng,0.784837299
resp5358,business,E,country-wide,implementation,0
resp5359,network,TL,east,implementation,0.742317067
resp5360,network,TL,central,implementation,0.730021662
resp5361,network,TL,central,implementation,0
resp5362,business,E,country-wide,business_mng,0.672014058
resp5365,business,E,country-wide,implementation,0.670028313
resp5366,network,TL,west,implementation,0.769041137
resp5368,logistics,E,country-wide,implementation,0.785215215
resp5370,it,E,country-wide,service,0
resp5371,hr,E,west,service,0
resp5372,mng,E,west,implementation,0
resp5373,it,E,country-wide,corp_gov,0.720411347
resp5374,network,TL,west,implementation,0.862742728
resp5376,business,E,country-wide,implementation,0.725669358
resp5378,business,E,country-wide,business_mng,0
resp5379,logistics,E,country-wide,implementation,0
resp5380,it,E,country-wide,service,0.719836283
resp5381,hr,E,country-wide,service,0.743616458
resp5382,business,E,country-wide,business_mng,0.747101737
resp5384,it,E,country-wide,service,0.768536351
resp5385,business,E,country-wide,business_mng,0.739115873
resp5386,network,E,central,business_mng,0
resp5387,business,E,country-wide,business_mng,0.002614365
resp5388,network,MM,central,implementation,0.728344078
resp5390,hr,E,west,service,0.817561687
resp5391,network,TL,central,implementation,0.810167144
resp5393,mng,E,east,implementation,0.72317422
resp5397,logistics,TL,west,implementation,0
resp5398,logistics,E,country-wide,implementation,0
resp5399,it,E,east,service,0
resp5400,logistics,E,country-wide,implementation,0.778907666
resp5401,business,E,country-wide,business_mng,0
resp5403,logistics,E,east,implementation,0
resp5404,network,E,country-wide,business_mng,0.824843347
resp5405,logistics,E,country-wide,implementation,0
resp5407,it,E,country-wide,service,0.820343901
resp5408,network,TL,east,implementation,0.739449289
resp5409,hr,E,west,implementation,0.795231739
resp5410,business,MM,country-wide,business_mng,0.772520469
resp5411,logistics,E,country-wide,implementation,0.797359268
resp5413,network,TL,central,implementation,0
resp5415,network,TL,central,implementation,0.749642483
resp5416,logistics,E,central,implementation,0
resp5417,network,TL,east,implementation,0.702127348
resp5418,network,TL,central,implementation,0.665216575
resp5421,hr,E,central,implementation,0
resp5422,business,E,country-wide,service,0.627424887
resp5424,it,E,country-wide,service,0.729770805
resp5426,business,E,country-wide,implementation,0.728141007
resp5427,logistics,TL,country-wide,implementation,0.85433428
resp5428,business,E,central,implementation,0.732767875
resp5429,network,E,east,business_mng,0.858765289
resp5430,network,MM,east,implementation,0
resp5431,network,E,west,business_mng,0.784011471
resp5432,logistics,E,country-wide,implementation,0.009337019
resp5434,it,E,west,service,0.794923225
resp5436,it,E,west,service,0.00522873
resp5437,network,E,central,business_mng,0.7280206
resp5438,hr,E,west,implementation,0
resp5439,hr,E,central,service,0
resp5441,network,MM,central,implementation,0
resp5442,hr,E,east,implementation,0.793883758
resp5444,hr,E,west,implementation,0.80112973
resp5445,hr,E,west,service,0
resp5447,business,E,country-wide,business_mng,0
resp5448,business,E,country-wide,service,0.821948144
resp5450,network,TL,east,implementation,0
resp5452,network,TL,east,implementation,0.872202005
resp5453,business,E,country-wide,service,0.710435428
resp5454,business,E,country-wide,business_mng,0
resp5455,network,TL,central,implementation,0.611649046
resp5456,network,E,country-wide,business_mng,0
resp5463,logistics,E,east,implementation,0.007843096
resp5464,network,E,east,business_mng,0.819769545
resp5465,network,E,east,business_mng,0.844823575
resp5466,logistics,TL,country-wide,implementation,0.775407371
resp5467,hr,E,west,implementation,0.712948496
resp5468,hr,E,country-wide,service,0.734032256
resp5469,logistics,E,country-wide,implementation,0
resp5470,it,E,country-wide,service,0.74611342
resp5471,network,TL,central,implementation,0.727310524
resp5472,control,E,country-wide,corp_gov,0.755118474
resp5473,network,MM,west,implementation,0.743111603
resp5474,network,E,west,business_mng,0.806350808
resp5478,network,TL,east,implementation,0
resp5479,business,E,country-wide,implementation,0
resp5481,leadership,TL,country-wide,corp_gov,0.687559743
resp5483,it,E,country-wide,service,0
resp5484,hr,TL,east,service,0.761750631
resp5486,network,MM,west,implementation,0.766990072
resp5487,hr,E,country-wide,corp_gov,0.735362732
resp5488,network,E,central,business_mng,0
resp5489,network,TL,central,implementation,0
resp5490,control,E,country-wide,corp_gov,0
resp5491,security,E,country-wide,corp_gov,0
resp5492,network,TL,west,implementation,0.759026865
resp5493,it,E,country-wide,service,0.729510985
resp5494,business,E,country-wide,business_mng,0.664563035
resp5495,network,TL,west,implementation,0
resp5496,logistics,E,country-wide,implementation,0.706647921
resp5497,control,E,central,business_mng,0.765843386
resp5500,business,E,country-wide,implementation,0.729506016
resp5501,logistics,E,country-wide,implementation,0
resp5502,logistics,E,country-wide,implementation,0.00522873
resp5503,network,TL,central,implementation,0
resp5504,logistics,E,country-wide,implementation,0.738770482
resp5505,it,E,country-wide,service,0.768932912
resp5507,hr,E,central,service,0.698203614
resp5508,business,E,country-wide,business_mng,0.763275835
resp5509,logistics,E,west,implementation,0
resp5511,business,E,country-wide,business_mng,0
resp5512,logistics,E,country-wide,service,0
resp5514,hr,E,west,implementation,0
resp5515,mng,E,country-wide,service,0.662092807
resp5516,network,TL,east,implementation,0
resp5517,hr,E,east,service,0.764205859
resp5518,network,TL,east,implementation,0.746558192
resp5519,it,E,country-wide,service,0.696676945
resp5520,logistics,E,country-wide,implementation,0.773833349
resp5522,network,E,east,business_mng,0.808808005
resp5523,mng,TL,country-wide,service,0.887307125
resp5524,business,E,country-wide,implementation,0
resp5526,logistics,TL,west,implementation,0.002614365
resp5528,logistics,E,country-wide,implementation,0
resp5529,network,TL,central,implementation,0.706664104
resp5530,logistics,E,country-wide,implementation,0.641444407
resp5531,mng,E,east,service,0.753210119
resp5532,logistics,E,east,implementation,0
resp5533,network,TL,central,implementation,0.668076909
resp5534,network,MM,east,implementation,0.80354659
resp5535,mng,TL,east,service,0.77103066
resp5537,network,E,west,business_mng,0.77673009
resp5539,business,TM,country-wide,business_mng,0
resp5540,logistics,E,east,implementation,0
resp5541,network,TL,east,implementation,0.800161663
resp5542,network,TL,central,implementation,0.722923155
resp5543,business,E,country-wide,implementation,0.740580191
resp5544,logistics,E,east,implementation,0
resp5545,network,E,central,business_mng,0.824967883
resp5547,network,TL,east,implementation,0
resp5548,business,E,central,implementation,0.795540492
resp5549,hr,E,east,implementation,0
resp5550,mng,E,country-wide,service,0.76381447
resp5551,logistics,E,east,implementation,0.697047411
resp5553,logistics,E,country-wide,implementation,0
resp5554,hr,E,central,service,0
resp5556,control,E,country-wide,corp_gov,0.81312455
resp5557,logistics,E,country-wide,implementation,0
resp5558,logistics,E,country-wide,service,0.703904882
resp5559,network,TL,central,implementation,0
resp5560,security,E,country-wide,corp_gov,0.81112929
resp5562,hr,E,west,service,0
resp5563,it,E,country-wide,service,0
resp5564,business,E,country-wide,business_mng,0.732603696
resp5566,business,E,country-wide,business_mng,0.667638254
resp5567,control,E,east,business_mng,0.73424913
resp5568,network,E,west,business_mng,0
resp5569,business,E,country-wide,business_mng,0.665347165
resp5570,logistics,E,east,implementation,0
resp5571,mng,E,country-wide,service,0.002614365
resp5572,network,MM,central,implementation,0
resp5573,logistics,E,country-wide,implementation,0
resp5574,it,E,country-wide,service,0.769474338
resp5575,it,E,country-wide,service,0
resp5577,network,E,central,business_mng,0
resp5578,it,E,west,service,0.790171696
resp5579,network,TL,east,implementation,0
resp5580,hr,E,country-wide,corp_gov,0.806619025
resp5581,logistics,E,central,implementation,0.782024757
resp5582,business,E,country-wide,business_mng,0.759808651
resp5583,mng,E,country-wide,service,0.748020071
resp5584,business,TL,country-wide,business_mng,0.773760294
resp5585,hr,E,east,implementation,0
resp5586,mng,TM,country-wide,corp_gov,0
resp5587,logistics,E,country-wide,implementation,0
resp5588,logistics,TL,west,business_mng,0.735732129
resp5590,logistics,E,country-wide,implementation,0.744662
resp5592,it,E,central,service,0
resp5593,hr,E,east,service,0.805865583
resp5595,security,E,country-wide,corp_gov,0
resp5596,security,E,east,service,0.909613712
resp5598,network,E,central,business_mng,0.740551698
resp5599,logistics,E,country-wide,implementation,0.772228613
resp5600,mng,E,country-wide,service,0.651181169
resp5601,leadership,E,country-wide,corp_gov,0.728182303
resp5607,mng,E,country-wide,service,0.606365078
resp5608,mng,E,east,service,0.766723419
resp5609,control,E,central,business_mng,0.723523467
resp5610,logistics,E,west,implementation,0
resp5612,network,TL,west,implementation,0
resp5613,mng,E,country-wide,corp_gov,0.734216242
resp5614,business,E,country-wide,implementation,0.693806257
resp5615,security,E,country-wide,corp_gov,0
resp5617,network,MM,east,business_mng,0.882292471
resp5618,mng,TL,east,service,0.78262649
resp5619,network,TL,east,implementation,0.711858644
resp5620,business,E,country-wide,business_mng,0
resp5621,control,E,east,business_mng,0.776215164
resp5622,network,MM,west,implementation,0
resp5623,logistics,E,west,implementation,0.738816056
resp5624,business,E,country-wide,implementation,0.757648508
resp5625,hr,E,west,implementation,0.00522873
resp5626,business,E,country-wide,business_mng,0.709062714
resp5628,network,E,west,business_mng,0.693435079
resp5629,logistics,E,west,implementation,0.793768429
resp5632,logistics,E,central,implementation,0
resp5633,business,E,east,implementation,0
resp5635,network,TL,west,implementation,0
resp5636,hr,E,west,implementation,0
resp5637,business,E,country-wide,implementation,0
resp5638,logistics,E,country-wide,implementation,0
resp5639,network,TL,central,implementation,0.560752794
resp5641,logistics,E,country-wide,implementation,0
resp5642,business,E,east,implementation,0
resp5643,business,E,country-wide,business_mng,0.738583033
resp5646,logistics,E,country-wide,implementation,0.641720632
resp5647,it,E,country-wide,service,0.696138809
resp5649,mng,E,east,service,0.715656487
resp5650,network,TL,east,implementation,0
resp5652,network,E,east,business_mng,0.813181458
resp5653,it,E,country-wide,service,0.826715343
resp5654,mng,E,country-wide,corp_gov,0
resp5655,hr,E,west,service,0.769046655
resp5656,network,TL,central,implementation,0
resp5657,network,MM,central,implementation,0
resp5659,logistics,E,country-wide,implementation,0
resp5660,it,E,country-wide,service,0
resp5661,mng,E,central,implementation,0
resp5662,mng,E,country-wide,corp_gov,0.732371655
resp5663,logistics,MM,east,implementation,0
resp5664,network,TL,central,implementation,0.800863724
resp5666,business,E,country-wide,business_mng,0.696884271
resp5667,logistics,E,country-wide,implementation,0
resp5669,logistics,E,country-wide,implementation,0
resp5670,business,E,country-wide,business_mng,0.565521293
resp5671,it,E,country-wide,service,0.768176195
resp5674,security,E,country-wide,corp_gov,0
resp5675,it,E,east,service,0.846437665
resp5678,logistics,E,east,business_mng,0.883090899
resp5681,business,E,country-wide,business_mng,0.878792249
resp5682,business,E,country-wide,business_mng,0.744980118
resp5683,network,TL,central,implementation,0.772659197
resp5684,business,E,country-wide,business_mng,0.751031873
resp5686,logistics,E,country-wide,implementation,0.672331399
resp5688,network,TL,east,implementation,0.768611923
resp5690,network,TL,central,implementation,0.768428269
resp5694,hr,E,east,implementation,0
resp5695,logistics,E,east,business_mng,0.911034961
resp5697,network,E,west,business_mng,0.775921226
resp5698,business,E,country-wide,business_mng,0.764379195
resp5700,leadership,E,country-wide,corp_gov,0.776251922
resp5704,it,E,central,service,0.6725243
resp5705,it,E,country-wide,service,0.762175656
resp5706,business,E,country-wide,business_mng,0.766208128
resp5707,control,E,country-wide,corp_gov,0.793230672
resp5709,logistics,E,west,implementation,0
resp5710,it,E,country-wide,service,0.728862242
resp5712,logistics,E,country-wide,implementation,0.790171696
resp5713,network,E,west,business_mng,0.763098172
resp5714,logistics,E,country-wide,service,0.710969458
resp5715,it,E,country-wide,service,0.758648208
resp5720,leadership,E,country-wide,corp_gov,0
resp5723,network,TL,central,implementation,0.706221698
resp5724,network,TL,west,implementation,0.013071826
resp5726,logistics,E,country-wide,implementation,0.710969458
resp5727,network,MM,east,implementation,0.863833886
resp5729,network,MM,west,implementation,0.809327137
resp5730,network,MM,east,implementation,0.806449746
resp5731,leadership,TL,country-wide,corp_gov,0.823269139
resp5732,business,E,country-wide,business_mng,0.746456366
resp5733,mng,E,country-wide,corp_gov,0.724099893
resp5734,security,E,central,service,0
resp5736,control,E,west,business_mng,0
resp5740,it,E,west,service,0
resp5742,logistics,E,central,implementation,0
resp5744,business,E,country-wide,business_mng,0.814882137
resp5746,network,TL,east,implementation,0.86641331
resp5747,network,MM,central,implementation,0.820261801
resp5748,network,TL,central,implementation,0.803062504
resp5749,it,E,country-wide,service,0
